"","Location","Peak_period","Gender","Hour","Month","Speed","inv speed","Density","Flow","log Flow","LOS","new_flow"
"33",4,1,1,1,2,84.3786932728863,0.000140454096101166,3.03388683175772,1.03146543835062,0.0134546805058938,"A",36.4023502813704
"34",2,1,1,2,3,95.0034029520212,0.000110795386454733,2.12315885124412,1.07428189679003,0.0311182573005513,"A",35.395000192022
"35",2,1,1,1,1,81.519768262645,0.000150478386947571,2.93738824943898,1.09937065157308,0.0411441390059242,"A",36.0034627359883
"36",2,1,1,3,2,77.6618175174038,0.000165800142615038,2.34211091411294,1.10170776533926,0.0420664105487082,"A",34.7961714560481
"37",1,2,1,3,2,81.6663042626998,0.000149938856765088,3.29651114583414,1.1031687694874,0.0426419585419106,"A",36.792924184293
"38",3,1,1,3,2,81.6663042626998,0.000149938856765088,3.29651114583414,1.1031687694874,0.0426419585419106,"A",36.792924184293
"39",1,2,1,2,3,94.7685502145868,0.000111345206864601,2.07464103059928,1.14794080255938,0.0599194927791311,"A",35.3832164296623
"40",3,1,1,2,3,94.7685502145868,0.000111345206864601,2.07464103059928,1.14794080255938,0.0599194927791311,"A",35.3832164296623
"41",2,1,1,1,2,82.0261439012877,0.000148626211882131,3.30328184942072,1.17211998694236,0.0689720715794347,"A",36.8400364148376
"42",2,1,1,3,3,88.0956832475169,0.000128851875300888,3.17203430657317,1.24597921667115,0.0955107982137498,"A",36.8599459052339
"43",4,1,1,1,2,66.7903357825952,0.000224167550519521,4.07587918758618,1.2888272967332,0.110194725653761,"A",36.9325758388861
"44",4,1,2,2,2,67.6150118078458,0.000218732714972387,4.0479200749551,1.30391521490377,0.1152493529783,"A",37.0084221476225
"45",1,2,1,2,1,87.7797091146246,0.000129781182023754,3.12070761033953,1.31999794116762,0.120573253826881,"A",36.7375479335918
"46",3,1,1,3,3,87.7797091146246,0.000129781182023754,3.12070761033953,1.31999794116762,0.120573253826881,"A",36.7375479335918
"47",2,1,1,1,3,77.9512936148186,0.000164571014534039,3.59866140111359,1.33346639339143,0.124982074882608,"A",37.2339804251179
"48",2,1,1,2,2,87.6145319342767,0.000130270988826663,3.156042674749,1.40000527017732,0.146129670538681,"A",36.8103045071329
"49",1,2,1,3,3,70.6716728670195,0.000200220829726994,3.44274251090424,1.40093421979932,0.146417743673454,"A",35.6663273851146
"50",1,2,1,3,2,77.5179450194432,0.00016641616041935,3.60997481906117,1.40766846102097,0.148500380300563,"A",37.2148186495993
"51",3,1,1,1,3,77.5179450194432,0.00016641616041935,3.60997481906117,1.40766846102097,0.148500380300563,"A",37.2148186495993
"52",2,1,2,2,1,63.4125736285583,0.000248684799711883,4.35436225542216,1.4359665782714,0.157144331938858,"A",37.2490455762621
"53",2,1,1,1,3,71.1531459210713,0.000197520322973306,3.35830843323016,1.46926272792539,0.167099461607856,"A",35.5321407940727
"54",2,1,1,3,3,92.5516066805887,0.000116743329493169,1.42564454587247,1.50660717944267,0.178000032647147,"A",35.5540369384852
"55",2,1,1,2,1,87.6089360308043,0.000130287631128081,1.08739510407079,1.60447976762669,0.205334245044184,"A",35.860374340682
"56",4,2,1,2,2,42.2492637706253,0.000560223998882745,5.47100770440996,1.61002962167091,0.206833866348544,"A",35.6171865059727
"57",2,1,1,1,1,93.7454287449084,0.000113788874210613,2.26287615883135,1.69163454540966,0.228306545431827,"A",35.5162787612327
"58",1,2,1,1,2,93.4895489434146,0.000114412604249448,2.21700822227582,1.76658721071099,0.247135082017478,"A",35.4922920723457
"59",3,1,1,1,1,93.4895489434146,0.000114412604249448,2.21700822227582,1.76658721071099,0.247135082017478,"A",35.4922920723457
"60",4,1,1,2,1,70.3562021586341,0.000202020398645775,3.71805930215309,1.80715333492035,0.256995003520844,"A",36.4204992028198
"61",2,1,1,1,2,98.1859950050809,0.000103729171434381,2.51622689001355,1.85697602618023,0.268806296973575,"A",35.5417573394791
"62",2,1,1,3,2,79.1535105352138,0.000159609831085236,3.10044582642543,1.91616897160871,0.282433803386376,"A",36.0960920632016
"63",1,2,1,3,2,97.9793212922769,0.000104167237406608,2.41657588163389,1.93227519054861,0.286068977786453,"A",35.4508949351332
"64",3,1,1,1,2,97.9793212922769,0.000104167237406608,2.41657588163389,1.93227519054861,0.286068977786453,"A",35.4508949351332
"65",2,1,1,1,2,105.749440523708,8.94218896832487e-05,1.03068292336158,1.97300965020903,0.295129209439866,"A",34.9718119894772
"66",2,1,1,2,1,85.7947131543875,0.000135856038584585,2.30545911673459,1.9798428329411,0.296630715768814,"A",35.4614495427006
"67",2,1,1,2,3,68.0847824050048,0.000215724709265459,4.92699326173725,2.04427967988588,0.310540311776762,"A",41.072949933009
"68",1,2,2,3,1,67.2728529046024,0.000220963382151317,3.59780073842817,2.11850082555003,0.326028637575504,"A",35.4163125213695
"69",2,1,2,3,1,67.2728529046024,0.000220963382151317,3.59780073842817,2.11850082555003,0.326028637575504,"A",35.4163125213695
"70",3,1,2,1,2,67.2728529046024,0.000220963382151317,3.59780073842817,2.11850082555003,0.326028637575504,"A",35.4163125213695
