"","Location","Peak_period","Gender","Hour","Month","Speed","inv speed","Density","Flow","log Flow","LOS","flow_1","flow_2","new_flow"
"2778",2,1,1,1,3,75.8277247734303,0.000173917766651821,2.14611094715611,27.5184015932616,1.43962320429506,"C",57.7597032124631,46.9235851779426,52.3416441952028
"2779",4,1,1,1,1,63.3170664483784,0.00024943559561565,4.29879798051872,27.5231126698076,1.43969754798201,"C",56.1514319652515,41.7060413210195,48.9287366431355
"2780",1,2,1,1,1,79.0936877997074,0.000159851365091694,3.64752406777513,27.5235909670628,1.43970509509546,"C",57.6642909579794,48.8093032524333,53.2367971052063
"2781",3,1,1,1,1,79.0936877997074,0.000159851365091694,3.64752406777513,27.5235909670628,1.43970509509546,"C",57.6642909579794,48.8093032524333,53.2367971052063
"2782",1,2,1,2,1,81.5917519561199,0.000150212987281521,4.26744109195954,27.5240735903267,1.43971271033662,"C",57.4473231006123,42.1578705913065,49.8025968459594
"2783",3,1,1,1,3,81.5917519561199,0.000150212987281521,4.26744109195954,27.5240735903267,1.43971271033662,"C",57.4473231006123,42.1578705913065,49.8025968459594
"2784",4,1,1,2,1,83.0387486002853,0.000145023508815504,2.9566211762996,27.5264241823047,1.43974979807123,"C",57.2645601814198,51.1054641746142,54.185012178017
"2785",4,1,1,2,2,85.3693695508933,0.000137213186992529,2.57222455393715,27.5315413500271,1.43983052599823,"C",56.8821491421879,50.0475963576177,53.4648727499028
"2786",2,1,1,3,1,79.2045793817518,0.000159404073735384,3.6546674794515,27.5372898261319,1.43992119548976,"C",57.6573067098605,48.7573893492703,53.2073480295654
"2787",2,1,1,3,3,81.6742901799917,0.000149909536870984,4.33697855569955,27.537771440098,1.43992879102512,"C",57.4380243095325,41.1408872000504,49.2894557547914
"2788",4,1,1,1,2,77.9991856910488,0.000164368980940775,2.66645485972121,27.549619934795,1.44011561184988,"C",57.7200325657271,50.4614050999646,54.0907188328458
"2789",4,1,1,2,2,90.0180013444319,0.000123407418532057,2.37108785615316,27.5519193313537,1.44015185821435,"C",55.794956383075,48.8286506686229,52.311803525849
"2790",1,2,1,1,2,101.835645183248,9.64273788261195e-05,1.1459162872362,27.5677448610974,1.4404012407362,"C",51.0851943796531,31.5305432271129,41.307868803383
"2791",3,1,1,3,1,101.835645183248,9.64273788261195e-05,1.1459162872362,27.5677448610974,1.4404012407362,"C",51.0851943796531,31.5305432271129,41.307868803383
"2792",1,1,1,2,1,110.240122567552,8.22849908448167e-05,0.224570234268049,27.5772150012125,1.440550405035,"C",46.0361400655901,7.34820264859747,26.6921713570938
"2793",2,1,1,1,1,101.687993967474,9.67076077044952e-05,1.20145519168587,27.5813513822485,1.44061554115366,"C",51.1612696592702,32.6817176017993,41.9214936305347
"2794",4,1,1,2,1,64.326346556639,0.000241669713762435,4.17460954532388,27.581828169746,1.44062304855917,"C",56.3972581528431,43.4303670096714,49.9138125812572
"2795",4,2,1,2,3,84.5271176406985,0.000139961271830098,2.66287451073216,27.58354774189,1.44065012353804,"C",57.0328826474169,50.4475158913113,53.7401992693641
"2796",4,1,2,3,1,70.9431808867296,0.000198691224309956,3.88607597793459,27.5912671781503,1.44077164668581,"C",57.5042858045566,46.7637587295131,52.1340222670349
"2797",3,2,1,3,2,75.9213323350294,0.000173489165590895,4.22992389237744,27.6075902997363,1.44102850134414,"C",57.7599381139849,42.6838659374331,50.221902025709
"2798",4,1,1,1,2,75.8924559517489,0.000173621212779453,3.27481747132081,27.6261202497089,1.44131989785706,"C",57.7598843427769,50.71801934205,54.2389518424134
"2799",4,1,1,1,3,62.3767656941412,0.000257012529128281,3.91254574466183,27.6477040393433,1.44165907182715,"C",55.9040748704767,46.4971496080522,51.2006122392645
"2800",4,1,1,2,2,79.8412081485983,0.000156872132360206,2.85903545347034,27.6490084843714,1.44167956177138,"C",57.6124511995914,50.9950420217249,54.3037466106581
"2801",4,2,1,2,3,51.132211328768,0.000382481866141173,5.25047265119636,27.6608411934665,1.44186538329772,"C",51.5759308660295,22.707399119735,37.1416649928822
"2802",4,1,1,1,2,89.8813915048297,0.000123782835045535,1.97969179367996,27.6719729531446,1.44204012452286,"C",55.8330696988964,45.1463593386865,50.4897145187915
"2803",4,1,2,1,2,81.1489619954223,0.000151856736379844,2.72903414703373,27.6722096306821,1.44204383901439,"C",57.494881903697,50.6807759851064,54.0878289444017
"2804",4,1,1,1,2,72.8198394769887,0.000188582142507015,3.21683612592768,27.6731826340839,1.44205910930125,"C",57.6588657904788,50.8738640852171,54.266364937848
"2805",4,2,1,3,1,80.8358832555884,0.000153035301675038,2.75838007646998,27.6756108076641,1.44209721464455,"C",57.5261423313832,50.7684061478087,54.147274239596
"2806",4,1,1,1,3,86.1122460280882,0.000134855966591273,2.55140782704792,27.684222683744,1.44223233391983,"C",56.7374248026742,49.9426493068029,53.3400370547386
"2807",4,2,1,2,2,71.8653643448726,0.000193624690499147,3.69227140217653,27.6872325305091,1.44227954813292,"C",57.5890478799935,48.4746001535622,53.0318240167778
"2808",4,2,1,2,1,93.3227632674421,0.000114821924222633,2.06104671621425,27.6905304078061,1.44233127466855,"C",54.7592187278016,46.0542662338632,50.4067424808324
"2809",1,1,1,3,1,73.859402111884,0.000183310956920523,3.63330552851777,27.6911844216416,1.44234153201073,"C",57.7141784068139,48.9109187052175,53.3125485560157
"2810",4,1,2,1,3,61.2501679092566,0.000266554140380524,4.13188319115005,27.695778818866,1.44241358222797,"C",55.5844245329488,43.9833179821982,49.7838712575735
"2811",4,1,2,1,2,73.9245234064179,0.000182988136066949,3.39622963211954,27.6966203502057,1.4424267779885,"C",57.7169239690949,50.2686224111526,53.9927731901238
"2812",4,1,1,1,3,95.8325633140143,0.000108886437885323,1.72317950443785,27.697591495935,1.44244200568891,"C",53.8266943239562,41.7940573903346,47.8103758571454
"2813",1,2,1,3,3,88.1982507701608,0.000128552360674788,2.5552326552314,27.7092769873025,1.44262519396984,"C",56.2720267814827,49.9622992899761,53.1171630357294
"2814",3,1,1,2,2,88.1982507701608,0.000128552360674788,2.5552326552314,27.7092769873025,1.44262519396984,"C",56.2720267814827,49.9622992899761,53.1171630357294
